BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
07.01.2025;03:00;CET;07.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;79;95;1027;50Hertz;TenneT DE;50H UW Putlitz;Erneuerbar
07.01.2025;03:00;CET;07.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;176;1425;50Hertz;TenneT DE;50H UW Schönewalde;Erneuerbar
07.01.2025;04:00;CET;07.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;116,67;150;350;TenneT DE;TenneT DE;OWP UW Emden-Ost;Erneuerbar
07.01.2025;05:00;CET;07.01.2025;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;105;234;157;50Hertz;TenneT DE;50H OWP Arcadis Ost 1;Erneuerbar
07.01.2025;05:00;CET;07.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;163;310;1797;50Hertz;TenneT DE;50H OWP Arkona;Erneuerbar
07.01.2025;05:00;CET;07.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;1650;50Hertz;TenneT DE;50H UW Bertikow;Erneuerbar
07.01.2025;05:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;31;85;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Halle-Dieselstr HKW-BlockA;Konventionell
07.01.2025;05:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;374;400;7105;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
07.01.2025;05:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;396;600;7520;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WALSUM_10;Konventionell
07.01.2025;05:30;CET;07.01.2025;06:00;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;215;332;107,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
07.01.2025;05:30;CET;07.01.2025;08:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;125;150;375;TenneT DE;TenneT DE;SHN Cluster Handewitt T412 T413;Erneuerbar
07.01.2025;05:30;CET;07.01.2025;08:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;129,17;150;387,5;TenneT DE;TenneT DE;SHN Cluster Handewitt T414 T415;Erneuerbar
07.01.2025;05:30;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;239;250;4421;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_20;Konventionell
07.01.2025;05:30;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;489;580;9056;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_H;Konventionell
07.01.2025;05:45;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;126,71;200;2312,5;TenneT DE;TenneT DE;SHN Cluster Heide West T413;Erneuerbar
07.01.2025;06:00;CET;07.01.2025;17:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;184,44;200;2075;TenneT DE;TenneT DE;SHN Cluster Husum Nord;Erneuerbar
07.01.2025;06:00;CET;07.01.2025;17:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;300;2250;TenneT DE;TenneT DE;SHN Cluster Klixbüll;Erneuerbar
07.01.2025;06:00;CET;07.01.2025;20:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;179;210;2595;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HERDECKE_H6;Konventionell
07.01.2025;06:00;CET;07.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;205;312;2003;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
07.01.2025;06:00;CET;07.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;80;118;161;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Schönewalde;Erneuerbar
07.01.2025;06:00;CET;07.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;241;250;3858;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Bexbach A;Konventionell
07.01.2025;06:00;CET;07.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;184,31;404;2396;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;79;91;1420;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Wedel1;Konventionell
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;123;251;1790;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;117,58;198;1411;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;178;248;2132;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-II;Konventionell
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;476,79;921;8582,27;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;142,92;250;1715;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;187,43;398;2717,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;274,5;660;2196;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;24,42;70;293;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Jardelund;Erneuerbar
07.01.2025;06:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;32,67;50;326,73;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Wilstermarsch;Erneuerbar
07.01.2025;06:15;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;197;281;789;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
07.01.2025;06:30;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;379,26;645;6447,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
07.01.2025;06:45;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;59,44;148;609,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SW München KW-Pool;Sonstiges
07.01.2025;07:00;CET;07.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;67;120;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_G;Konventionell
07.01.2025;07:00;CET;07.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;112;119;224;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-31-GUD;Konventionell
07.01.2025;07:00;CET;07.01.2025;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;147;180;442;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_20;Konventionell
07.01.2025;07:00;CET;07.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;33;51;132;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;München Nord 2;Konventionell
07.01.2025;07:00;CET;07.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;312;427;1875;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
07.01.2025;07:00;CET;07.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;172;335;2068;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
07.01.2025;07:00;CET;07.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;181;309;2177;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
07.01.2025;07:00;CET;07.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;68;94;743;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
07.01.2025;07:00;CET;07.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;264;573;2637;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
07.01.2025;08:00;CET;07.01.2025;11:00;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;94;101;141;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
07.01.2025;08:00;CET;07.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;21;68;104;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Lichterfelde;Konventionell
07.01.2025;08:00;CET;07.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;30;43;182;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
07.01.2025;08:00;CET;07.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;275;276;1377;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
07.01.2025;08:00;CET;07.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;64;84;511;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
07.01.2025;08:00;CET;07.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;427;1997;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
07.01.2025;08:00;CET;07.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;51,4;70;257;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Leitzach Pool;Sonstiges
07.01.2025;08:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;101,72;245;737,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Sonstiges
07.01.2025;08:45;CET;07.01.2025;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;94;130;1175;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Walheim Block 2;Konventionell
07.01.2025;09:00;CET;07.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;34;48;137;50Hertz;TenneT DE;50H Berlin Reuter West;Konventionell
07.01.2025;09:00;CET;07.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;40;72;282;50Hertz;TenneT DE;50H UW Wustermark;Erneuerbar
07.01.2025;09:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120,31;379;782;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
07.01.2025;11:00;CET;07.01.2025;13:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;39;92;39;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arcadis Ost 1;Erneuerbar
07.01.2025;11:30;CET;07.01.2025;12:15;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;19;42;14;Amprion;Amprion;Netzreservekraftwerk Darmstadt/GTKW GT11;Konventionell
07.01.2025;12:00;CET;07.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;61;61;122;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
07.01.2025;12:00;CET;07.01.2025;15:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;56;60;155;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
07.01.2025;12:15;CET;07.01.2025;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;275;TenneT DE;TenneT DE;SHN Cluster Kiel Süd;Erneuerbar
07.01.2025;13:30;CET;07.01.2025;15:45;CET;Testfahrt (KapRes);Wirkleistungseinspeisung erhöhen;24;24;24;Amprion;Amprion;GERSTEINW_K1 (KapRes);Konventionell
07.01.2025;14:00;CET;07.01.2025;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95;95;95;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
07.01.2025;14:30;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;191,39;340;1722,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
07.01.2025;15:00;CET;07.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;278;406;2224;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
07.01.2025;16:00;CET;07.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;53;53;212;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Tiefstack GuD;Konventionell
07.01.2025;16:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;33,68;198;210,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
07.01.2025;16:30;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;322,67;410;2420;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
07.01.2025;18:00;CET;07.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;77,71;136;136;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Sonstiges
07.01.2025;18:45;CET;07.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;176,47;200;750;TenneT DE;TenneT DE;AVA Cluster Dollern;Erneuerbar
07.01.2025;18:45;CET;07.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;161,18;180;685;TenneT DE;TenneT DE;AVA Cluster Sottrum T411 T413;Erneuerbar
07.01.2025;19:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;410;599;2050;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Bexbach A;Konventionell
07.01.2025;20:15;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;271,33;320;1017,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Staudinger 4;Konventionell
07.01.2025;20:45;CET;07.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;125;TenneT DE;TenneT DE;SHN Cluster Handewitt T414 T415;Erneuerbar
07.01.2025;21:00;CET;07.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;2;3;2;50Hertz;TenneT DE;50H UW Bertikow;Erneuerbar
07.01.2025;21:00;CET;07.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;69;69;69;50Hertz;TenneT DE;50H UW Putlitz;Erneuerbar
07.01.2025;21:00;CET;07.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;62;100;50Hertz;TenneT DE;50H OWP Arcadis Ost 1;Erneuerbar
07.01.2025;21:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95;119;286;50Hertz;TenneT DE;50H UW Schönewalde;Erneuerbar
07.01.2025;21:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;41;48;124;50Hertz;TenneT DE;50H UW Wessin;Erneuerbar
07.01.2025;22:30;CET;07.01.2025;22:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;54;54;14;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Konventionell
07.01.2025;22:45;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;151;190;189;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW3;Konventionell
07.01.2025;23:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;150;90;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arcadis Ost 1;Erneuerbar
07.01.2025;23:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;118;121;118;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
07.01.2025;23:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;100;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
07.01.2025;23:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;82;84;82;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Putlitz;Erneuerbar
07.01.2025;23:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;500;500;500;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack 1;Konventionell
07.01.2025;23:00;CET;08.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;160;110;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Staudinger 4;Konventionell
08.01.2025;00:00;CET;08.01.2025;00:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;98;98;24,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
08.01.2025;00:00;CET;08.01.2025;00:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;98;98;24,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;269,38;360;1077,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
08.01.2025;00:00;CET;08.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;274;326;1644;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;147;270;881;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;06:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;481,11;730;3247,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 8;Konventionell
08.01.2025;00:00;CET;08.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;249;280;1740;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_H;Konventionell
08.01.2025;00:00;CET;08.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;343;490;2745;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WALSUM_10;Konventionell
08.01.2025;00:00;CET;08.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;551,44;926;4963;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;456,67;754;4110;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;13:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;141,32;260;1554,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
08.01.2025;00:00;CET;08.01.2025;13:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;273,07;570;2935,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
08.01.2025;00:00;CET;08.01.2025;13:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120,79;252;875,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;400;400;5600;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
08.01.2025;00:00;CET;08.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;673;807;9425;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack 1;Konventionell
08.01.2025;00:00;CET;08.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;583,79;638;8173;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;95;190;807,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SW München KW-Pool;Sonstiges
08.01.2025;00:00;CET;08.01.2025;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;96,92;248;1260;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;15:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;68,36;90;1042,5;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;351,66;560;5626,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
08.01.2025;00:00;CET;08.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;329,63;720;4944,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;800;TenneT DE;TenneT DE;SHN Cluster Heide West T411 T412;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;800;TenneT DE;TenneT DE;SHN Cluster Heide West T413;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;800;TenneT DE;TenneT DE;SHN Cluster Süderdonn T411;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;800;TenneT DE;TenneT DE;SHN Cluster Süderdonn T412 T413;Erneuerbar
08.01.2025;00:00;CET;08.01.2025;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;284;430;3619;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_20;Konventionell
08.01.2025;00:00;CET;08.01.2025;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;310;373;5277;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-II;Konventionell
08.01.2025;00:00;CET;08.01.2025;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;447;640;5808;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
08.01.2025;00:00;CET;08.01.2025;18:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;284;400;5178;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW3;Konventionell
08.01.2025;00:00;CET;08.01.2025;18:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;232,57;330;4302,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Staudinger 4;Konventionell
08.01.2025;00:00;CET;08.01.2025;19:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;256;319;2046;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Bexbach A;Konventionell
08.01.2025;00:00;CET;08.01.2025;19:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;238,52;340;3220;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
08.01.2025;00:00;CET;08.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;161;2003;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Wedel1;Konventionell
08.01.2025;00:00;CET;08.01.2025;20:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;791,51;1194;13851,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
