Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
23.12.2025 06:45;23.12.2025 07:00;503,94;140,35;1.433,25;3.347,38;1,82;9,91;-;0,01;64,30;469,69;0,00;54,10
23.12.2025 07:00;23.12.2025 07:15;517,48;140,57;1.345,83;3.360,24;4,47;9,89;-;0,01;64,80;473,61;0,00;54,10
23.12.2025 07:15;23.12.2025 07:30;526,42;142,47;1.322,94;3.302,24;4,58;9,87;-;0,01;69,80;476,66;0,00;54,10
23.12.2025 07:30;23.12.2025 07:45;536,02;144,06;1.320,88;3.289,49;4,79;9,89;-;0,01;70,30;477,75;0,00;54,10
23.12.2025 07:45;23.12.2025 08:00;541,36;145,73;1.318,25;3.275,52;4,76;9,75;-;0,01;70,80;479,69;0,05;54,10
23.12.2025 08:00;23.12.2025 08:15;560,33;153,19;1.385,14;3.328,36;3,17;9,68;-;0,01;71,05;480,90;0,05;54,10
23.12.2025 08:15;23.12.2025 08:30;567,85;161,75;1.387,65;3.339,38;6,80;9,68;-;0,01;71,05;482,71;0,05;54,10
23.12.2025 08:30;23.12.2025 08:45;573,55;161,37;1.385,58;3.322,26;24,63;9,67;-;0,01;71,05;483,08;13,59;54,10
23.12.2025 08:45;23.12.2025 09:00;577,50;160,93;1.387,59;3.316,19;41,49;9,67;-;0,01;71,05;482,95;44,43;54,10
23.12.2025 09:00;23.12.2025 09:15;577,73;159,23;1.376,21;3.326,57;64,66;9,67;-;0,01;71,05;493,60;84,96;54,10
23.12.2025 09:15;23.12.2025 09:30;579,92;159,94;1.373,99;3.236,95;96,00;9,67;-;0,01;71,05;493,51;101,11;54,10
23.12.2025 09:30;23.12.2025 09:45;579,18;158,95;1.366,07;3.200,62;130,02;9,70;-;0,01;71,05;493,70;81,73;54,10
23.12.2025 09:45;23.12.2025 10:00;578,04;158,34;1.359,79;3.147,81;170,12;9,70;-;0,01;71,05;493,46;81,40;54,10
23.12.2025 10:00;23.12.2025 10:15;566,27;156,17;1.407,19;3.145,43;214,08;9,70;-;0,01;71,05;482,63;47,79;54,09
23.12.2025 10:15;23.12.2025 10:30;560,96;157,19;1.461,23;3.142,71;247,76;9,69;-;0,01;70,80;482,60;34,37;56,07
23.12.2025 10:30;23.12.2025 10:45;554,26;157,51;1.464,40;3.190,03;284,62;9,68;-;0,01;70,80;480,18;50,26;56,07
23.12.2025 10:45;23.12.2025 11:00;551,98;155,28;1.464,09;3.253,24;321,06;9,67;-;0,01;70,30;476,43;68,14;56,07
23.12.2025 11:00;23.12.2025 11:15;536,78;160,73;1.505,10;3.229,27;354,49;9,69;-;0,01;70,05;475,44;71,88;56,07
23.12.2025 11:15;23.12.2025 11:30;532,52;161,79;1.545,03;3.177,67;386,87;9,69;-;0,01;70,30;475,27;71,04;56,07
23.12.2025 11:30;23.12.2025 11:45;531,15;162,41;1.536,87;3.112,12;403,00;9,70;-;0,01;70,30;475,30;81,30;56,07
23.12.2025 11:45;23.12.2025 12:00;528,48;174,49;1.534,13;3.154,18;416,08;9,68;-;0,01;70,30;474,95;99,41;56,07
23.12.2025 12:00;23.12.2025 12:15;515,69;186,24;1.558,51;3.188,10;422,21;9,70;-;0,01;70,30;459,66;83,24;56,07
23.12.2025 12:15;23.12.2025 12:30;515,65;153,55;1.561,26;3.209,65;415,32;9,69;-;0,01;70,30;459,66;87,62;56,07
23.12.2025 12:30;23.12.2025 12:45;515,66;143,52;1.555,81;3.205,52;408,95;9,69;-;0,01;70,30;459,47;69,21;56,07
23.12.2025 12:45;23.12.2025 13:00;512,19;145,11;1.565,29;3.185,05;396,89;9,68;-;0,01;70,30;459,27;61,82;56,07
23.12.2025 13:00;23.12.2025 13:15;514,39;145,09;1.568,33;3.185,11;380,62;9,69;-;0,01;70,30;459,19;2,89;56,06
23.12.2025 13:15;23.12.2025 13:30;514,13;146,28;1.560,17;3.188,63;365,25;9,68;-;0,01;70,30;459,14;2,16;56,06
23.12.2025 13:30;23.12.2025 13:45;514,54;140,75;1.566,48;3.256,78;338,66;9,67;-;0,01;70,30;459,02;2,40;56,06
23.12.2025 13:45;23.12.2025 14:00;515,73;140,54;1.580,66;3.277,64;308,37;9,65;-;0,01;70,30;459,10;1,81;56,06
23.12.2025 14:00;23.12.2025 14:15;522,41;148,58;1.591,85;3.226,89;270,52;9,65;-;0,01;70,30;458,79;3,94;56,07
23.12.2025 14:15;23.12.2025 14:30;526,91;149,80;1.602,87;3.170,91;236,74;9,64;-;0,01;70,30;458,83;5,47;56,07
23.12.2025 14:30;23.12.2025 14:45;531,55;149,60;1.608,42;3.188,31;192,95;9,66;-;0,01;70,30;462,46;34,74;56,07
23.12.2025 14:45;23.12.2025 15:00;535,81;146,13;1.609,77;3.188,41;148,38;9,68;-;0,01;70,30;465,06;32,97;56,07
23.12.2025 15:00;23.12.2025 15:15;548,55;148,21;1.611,19;3.177,11;105,32;9,65;-;0,01;70,30;466,68;31,87;56,07
23.12.2025 15:15;23.12.2025 15:30;554,97;146,18;1.615,26;3.199,40;65,16;9,65;-;0,01;70,30;466,65;31,33;56,07
23.12.2025 15:30;23.12.2025 15:45;561,69;146,80;1.617,91;3.336,32;37,27;9,65;-;0,01;70,30;466,74;17,00;56,07
23.12.2025 15:45;23.12.2025 16:00;563,33;147,25;1.619,60;3.297,69;23,49;9,64;-;0,01;70,30;466,81;0,21;56,07
23.12.2025 16:00;23.12.2025 16:15;580,86;152,13;1.616,47;3.299,24;10,73;9,64;-;0,01;70,30;483,43;0,67;56,08
23.12.2025 16:15;23.12.2025 16:30;586,18;152,54;1.611,65;3.302,31;4,35;9,62;-;0,01;70,30;483,39;27,36;56,08
23.12.2025 16:30;23.12.2025 16:45;589,42;149,77;1.608,10;3.327,53;4,54;9,61;-;0,01;70,55;484,01;45,15;56,08
23.12.2025 16:45;23.12.2025 17:00;591,77;158,25;1.608,03;3.380,25;4,67;9,64;-;0,01;70,55;484,06;71,00;56,08
23.12.2025 17:00;23.12.2025 17:15;594,53;158,61;1.612,78;3.376,47;3,93;9,65;-;0,01;70,33;484,27;126,67;56,08
23.12.2025 17:15;23.12.2025 17:30;596,48;150,34;1.608,88;3.343,65;3,96;9,62;-;0,01;70,33;484,29;99,45;56,08
23.12.2025 17:30;23.12.2025 17:45;597,40;162,92;1.605,16;3.356,83;3,80;9,62;-;0,01;70,33;484,13;90,42;56,08
23.12.2025 17:45;23.12.2025 18:00;596,80;166,11;1.597,82;3.352,57;3,66;9,63;-;0,01;70,33;484,04;101,33;56,08
23.12.2025 18:00;23.12.2025 18:15;593,50;149,51;1.593,63;3.350,87;4,01;9,62;-;0,01;68,30;481,82;69,90;56,08
23.12.2025 18:15;23.12.2025 18:30;592,10;148,83;1.595,67;3.305,64;3,25;9,62;-;0,01;68,55;481,82;61,97;56,08
23.12.2025 18:30;23.12.2025 18:45;590,97;153,66;1.598,00;3.322,35;3,26;9,64;-;0,01;68,55;481,78;67,89;56,08
23.12.2025 18:45;23.12.2025 19:00;588,79;161,42;1.604,44;3.327,33;3,32;9,63;-;0,01;68,55;481,91;61,19;56,08
23.12.2025 19:00;23.12.2025 19:15;580,66;158,93;1.605,36;3.338,81;2,99;9,61;-;0,01;67,25;482,11;32,41;56,09
23.12.2025 19:15;23.12.2025 19:30;578,74;156,80;1.593,69;3.331,28;2,94;9,63;-;0,01;67,25;482,01;21,22;56,09
23.12.2025 19:30;23.12.2025 19:45;570,74;155,13;1.599,24;3.330,28;2,61;9,63;-;0,01;67,25;481,70;13,98;56,09
23.12.2025 19:45;23.12.2025 20:00;562,65;150,10;1.597,21;3.333,40;2,66;9,62;-;0,01;67,25;481,38;9,19;56,09
23.12.2025 20:00;23.12.2025 20:15;537,99;141,23;1.591,55;3.335,58;2,82;9,65;-;0,01;64,33;474,10;0,07;56,43
23.12.2025 20:15;23.12.2025 20:30;535,37;139,48;1.587,89;3.316,20;2,79;9,66;-;0,01;64,33;467,67;0,07;56,43
23.12.2025 20:30;23.12.2025 20:45;528,74;139,53;1.598,97;3.295,07;2,75;9,65;-;0,01;63,58;466,01;0,07;56,43
23.12.2025 20:45;23.12.2025 21:00;527,60;144,10;1.597,96;3.273,01;2,88;9,63;-;0,01;63,58;466,11;0,07;56,43
23.12.2025 21:00;23.12.2025 21:15;515,82;145,65;1.592,04;3.293,05;2,78;9,64;-;0,01;61,83;462,86;0,07;56,10
23.12.2025 21:15;23.12.2025 21:30;513,99;144,92;1.594,46;3.320,84;2,52;9,67;-;0,01;61,83;462,69;0,07;56,10
23.12.2025 21:30;23.12.2025 21:45;510,76;144,45;1.586,04;3.293,42;2,10;9,68;-;0,01;61,58;459,84;0,07;56,10
23.12.2025 21:45;23.12.2025 22:00;507,45;141,97;1.582,29;3.258,82;2,09;9,70;-;0,01;61,58;454,92;0,07;56,10
23.12.2025 22:00;23.12.2025 22:15;497,71;140,23;1.568,39;3.083,59;2,28;9,70;-;0,01;57,98;448,97;0,07;56,45
23.12.2025 22:15;23.12.2025 22:30;496,48;138,16;1.558,18;3.035,72;2,18;9,72;-;0,01;57,48;447,54;0,07;56,45
23.12.2025 22:30;23.12.2025 22:45;493,60;136,88;1.563,00;3.012,59;2,18;9,73;-;0,01;56,98;446,03;0,07;56,45
23.12.2025 22:45;23.12.2025 23:00;488,64;136,57;1.548,88;2.993,93;2,12;9,76;-;0,01;56,48;445,84;0,03;56,45
23.12.2025 23:00;23.12.2025 23:15;479,69;135,97;1.538,09;2.994,10;2,14;9,74;-;0,01;51,13;431,66;0,03;56,11
23.12.2025 23:15;23.12.2025 23:30;476,68;134,83;1.523,43;3.003,67;2,13;9,75;-;0,01;51,13;430,77;0,03;56,11
23.12.2025 23:30;23.12.2025 23:45;475,08;133,05;1.474,42;3.017,77;2,12;9,98;-;0,01;51,38;430,64;0,01;56,11
23.12.2025 23:45;24.12.2025 00:00;474,77;132,49;1.440,76;3.004,47;2,16;10,12;-;0,01;51,38;430,47;0,01;56,11
24.12.2025 00:00;24.12.2025 00:15;462,86;132,62;1.411,50;3.012,58;3,53;10,17;-;0,01;62,58;399,36;0,01;52,16
24.12.2025 00:15;24.12.2025 00:30;461,67;133,17;1.369,92;2.973,19;4,06;10,14;-;0,01;62,58;398,95;0,01;45,24
24.12.2025 00:30;24.12.2025 00:45;459,59;130,45;1.336,99;2.944,57;2,34;10,06;-;0,01;62,58;398,98;0,01;45,24
24.12.2025 00:45;24.12.2025 01:00;458,66;130,05;1.337,48;2.930,72;2,21;10,10;-;0,01;62,58;398,98;0,01;45,24
24.12.2025 01:00;24.12.2025 01:15;457,25;129,45;1.321,35;2.905,26;2,17;10,16;-;0,01;63,63;398,86;0,01;45,24
24.12.2025 01:15;24.12.2025 01:30;457,32;129,57;1.302,01;2.881,82;2,26;10,16;-;0,01;63,63;398,88;0,01;45,24
24.12.2025 01:30;24.12.2025 01:45;455,29;129,67;1.255,39;2.867,10;2,17;10,16;-;0,01;63,63;398,91;0,01;45,24
24.12.2025 01:45;24.12.2025 02:00;454,45;129,29;1.243,29;2.891,86;2,16;10,14;-;0,01;63,63;398,94;0,00;45,24
24.12.2025 02:00;24.12.2025 02:15;451,11;129,41;1.220,05;2.900,72;2,09;10,11;-;0,01;63,80;398,91;0,00;45,24
24.12.2025 02:15;24.12.2025 02:30;451,75;129,19;1.197,76;2.930,55;2,12;10,12;-;0,01;63,80;398,90;0,00;50,18
24.12.2025 02:30;24.12.2025 02:45;451,41;128,13;1.161,62;2.943,75;2,10;10,08;-;0,01;63,80;398,89;0,00;50,18
24.12.2025 02:45;24.12.2025 03:00;450,50;128,48;1.206,33;2.915,34;2,15;10,14;-;0,01;63,80;399,00;0,00;50,18
24.12.2025 03:00;24.12.2025 03:15;448,01;129,08;1.230,36;2.893,99;2,11;10,12;-;0,01;65,13;398,93;0,00;50,18
24.12.2025 03:15;24.12.2025 03:30;448,63;129,41;1.216,62;2.860,02;2,08;10,06;-;0,01;65,13;398,94;0,00;50,18
24.12.2025 03:30;24.12.2025 03:45;448,27;130,67;1.136,28;2.859,66;2,07;10,04;-;0,01;65,13;398,93;0,00;50,18
24.12.2025 03:45;24.12.2025 04:00;448,77;130,58;1.110,23;2.890,37;2,02;10,04;-;0,01;65,13;398,91;0,00;50,18
24.12.2025 04:00;24.12.2025 04:15;452,70;130,38;1.143,48;2.945,56;2,02;10,03;-;0,01;69,18;397,66;0,00;50,18
24.12.2025 04:15;24.12.2025 04:30;455,35;129,96;1.154,02;2.968,79;2,05;9,95;-;0,01;69,18;397,83;0,00;50,18
24.12.2025 04:30;24.12.2025 04:45;456,08;130,42;1.161,68;2.978,93;2,08;9,90;-;0,01;69,18;399,42;0,00;50,18
24.12.2025 04:45;24.12.2025 05:00;457,62;131,09;1.179,66;2.979,18;2,21;9,89;-;0,01;69,18;395,98;0,00;50,18
24.12.2025 05:00;24.12.2025 05:15;461,22;131,06;1.199,47;2.966,52;2,11;9,84;-;0,01;72,55;397,78;0,00;50,18
24.12.2025 05:15;24.12.2025 05:30;463,61;132,46;1.151,72;2.931,44;2,14;9,85;-;0,01;72,55;397,78;0,00;50,18
24.12.2025 05:30;24.12.2025 05:45;463,49;133,98;1.144,41;2.899,35;2,16;9,85;-;0,01;72,55;397,79;0,00;50,18
24.12.2025 05:45;24.12.2025 06:00;465,19;134,83;1.189,25;2.863,11;2,30;9,85;-;0,01;72,55;394,16;0,00;50,18
24.12.2025 06:00;24.12.2025 06:15;473,62;134,76;1.201,80;2.925,09;3,14;9,83;-;0,01;69,05;412,76;0,00;53,15
24.12.2025 06:15;24.12.2025 06:30;479,23;135,20;1.200,96;2.921,80;2,27;9,80;-;0,01;69,05;417,99;0,01;53,15
24.12.2025 06:30;24.12.2025 06:45;482,75;134,93;1.142,56;2.902,00;2,34;9,81;-;0,01;69,30;419,24;0,01;53,15
24.12.2025 06:45;24.12.2025 07:00;486,97;134,59;1.145,37;2.876,02;2,46;9,82;-;0,01;69,30;419,30;0,01;53,15
24.12.2025 07:00;24.12.2025 07:15;495,13;141,26;1.164,61;2.819,00;2,66;9,82;-;0,01;69,85;436,57;0,01;53,16
24.12.2025 07:15;24.12.2025 07:30;499,81;140,13;1.149,56;2.804,47;2,79;9,81;-;0,01;69,85;436,75;0,01;52,17
24.12.2025 07:30;24.12.2025 07:45;506,09;135,35;1.124,47;2.787,88;3,12;9,82;-;0,01;69,85;436,88;1,76;52,17
24.12.2025 07:45;24.12.2025 08:00;513,13;136,74;1.148,19;2.764,65;3,39;9,83;-;0,01;69,85;439,67;3,03;52,17
24.12.2025 08:00;24.12.2025 08:15;534,03;139,07;1.144,12;2.752,93;3,72;9,83;-;0,01;72,63;439,67;2,46;52,18
24.12.2025 08:15;24.12.2025 08:30;547,56;141,88;1.110,61;2.758,16;5,97;9,61;-;0,01;72,63;441,48;1,42;52,18
24.12.2025 08:30;24.12.2025 08:45;552,71;153,96;1.128,49;2.769,44;16,16;9,60;-;0,01;72,63;441,54;2,63;52,18
24.12.2025 08:45;24.12.2025 09:00;556,97;154,20;1.177,59;2.789,00;40,29;9,60;-;0,01;72,63;441,43;3,30;52,18
24.12.2025 09:00;24.12.2025 09:15;556,76;154,79;1.197,98;2.822,94;72,26;9,61;-;0,01;72,80;441,85;2,57;52,17
24.12.2025 09:15;24.12.2025 09:30;558,49;154,52;1.191,64;2.825,07;111,69;9,61;-;0,01;72,80;441,77;2,53;52,17
24.12.2025 09:30;24.12.2025 09:45;560,52;154,05;1.205,66;2.812,84;163,89;9,63;-;0,01;72,80;441,22;3,71;52,17
24.12.2025 09:45;24.12.2025 10:00;560,44;145,22;1.230,82;2.854,76;218,65;9,68;-;0,01;72,80;441,10;3,98;52,17
24.12.2025 10:00;24.12.2025 10:15;550,82;140,47;1.213,82;2.900,97;271,11;9,71;-;0,01;72,80;441,19;1,44;52,17
24.12.2025 10:15;24.12.2025 10:30;547,96;139,82;1.188,78;2.930,69;326,77;9,71;-;0,01;72,80;441,15;1,45;52,17
24.12.2025 10:30;24.12.2025 10:45;540,18;140,70;1.158,28;2.948,07;381,03;9,73;-;0,01;72,80;441,27;0,27;52,17
24.12.2025 10:45;24.12.2025 11:00;531,75;137,79;1.149,69;2.990,92;440,06;9,71;-;0,01;72,80;441,16;0,07;52,17
24.12.2025 11:00;24.12.2025 11:15;516,12;135,03;1.158,33;2.995,93;492,68;9,72;-;0,01;72,70;441,89;0,06;52,17
24.12.2025 11:15;24.12.2025 11:30;515,23;134,89;1.144,48;2.970,84;546,40;9,73;-;0,01;72,70;441,91;0,06;52,17
24.12.2025 11:30;24.12.2025 11:45;509,59;134,30;1.127,80;3.079,75;596,00;9,74;-;0,01;72,70;441,94;0,06;52,17
24.12.2025 11:45;24.12.2025 12:00;508,58;133,76;1.108,35;3.154,44;634,89;9,77;-;0,01;72,70;441,90;0,02;52,17
24.12.2025 12:00;24.12.2025 12:15;494,15;134,04;1.067,59;3.197,69;658,53;9,77;-;0,01;70,03;442,52;0,02;52,17
24.12.2025 12:15;24.12.2025 12:30;490,35;134,11;1.072,43;3.252,87;677,94;9,78;-;0,01;70,03;442,52;0,02;52,17
24.12.2025 12:30;24.12.2025 12:45;487,91;134,37;1.052,75;3.251,03;669,67;9,77;-;0,01;70,03;442,50;0,02;52,17
24.12.2025 12:45;24.12.2025 13:00;487,29;134,04;1.072,45;3.272,23;649,26;9,78;-;0,01;70,03;442,45;0,02;52,17
24.12.2025 13:00;24.12.2025 13:15;486,88;134,43;1.085,51;3.248,29;621,63;9,76;-;0,01;69,53;442,39;0,02;52,17
24.12.2025 13:15;24.12.2025 13:30;487,28;133,44;1.080,93;3.224,92;579,73;9,76;-;0,01;69,53;442,34;0,02;52,17
24.12.2025 13:30;24.12.2025 13:45;486,61;133,53;1.101,40;3.171,61;537,98;9,75;-;0,01;69,53;442,38;0,02;52,17
24.12.2025 13:45;24.12.2025 14:00;490,84;134,60;1.112,90;3.136,05;491,22;9,77;-;0,01;69,53;442,41;0,02;52,17
24.12.2025 14:00;24.12.2025 14:15;497,91;135,70;1.114,85;3.083,98;430,26;9,76;-;0,01;68,13;442,05;0,02;52,17
24.12.2025 14:15;24.12.2025 14:30;501,77;136,67;1.122,05;3.060,49;372,44;9,75;-;0,01;68,13;442,07;0,03;52,17
24.12.2025 14:30;24.12.2025 14:45;508,49;137,21;1.126,24;3.000,53;310,49;9,74;-;0,01;68,13;442,06;13,56;52,17
24.12.2025 14:45;24.12.2025 15:00;514,99;138,27;1.156,99;2.946,97;246,57;9,76;-;0,01;68,13;442,11;43,12;52,17
24.12.2025 15:00;24.12.2025 15:15;530,36;138,16;1.180,56;2.912,40;180,62;9,75;-;0,01;68,58;446,90;51,98;52,18
24.12.2025 15:15;24.12.2025 15:30;544,69;138,46;1.208,48;2.929,10;126,16;9,77;-;0,01;68,58;448,69;60,85;52,18
24.12.2025 15:30;24.12.2025 15:45;553,57;139,09;1.230,71;3.049,06;75,07;9,79;-;0,01;68,58;448,77;60,82;52,18
24.12.2025 15:45;24.12.2025 16:00;559,58;139,67;1.262,15;3.108,71;39,40;9,80;-;0,01;68,58;448,81;33,77;52,18
24.12.2025 16:00;24.12.2025 16:15;575,55;139,54;1.306,24;3.141,51;11,35;9,79;-;0,01;68,83;448,90;22,30;52,20
24.12.2025 16:15;24.12.2025 16:30;582,66;140,77;1.352,96;3.179,26;4,70;9,77;-;0,01;68,83;448,87;47,58;52,20
24.12.2025 16:30;24.12.2025 16:45;584,49;149,64;1.372,89;3.232,90;4,67;9,76;-;0,01;68,83;448,88;70,80;52,20
24.12.2025 16:45;24.12.2025 17:00;586,80;148,92;1.389,49;3.337,72;9,03;9,74;-;0,01;68,83;450,74;197,41;52,20
24.12.2025 17:00;24.12.2025 17:15;589,07;140,97;1.419,43;3.367,51;5,31;9,73;-;0,01;68,78;450,67;111,82;52,21
24.12.2025 17:15;24.12.2025 17:30;590,66;140,91;1.448,75;3.344,55;5,74;9,73;-;0,01;68,78;450,68;131,45;52,21
24.12.2025 17:30;24.12.2025 17:45;589,53;141,03;1.448,60;3.387,65;13,75;9,74;-;0,01;68,78;450,53;155,25;52,21
24.12.2025 17:45;24.12.2025 18:00;586,45;140,76;1.451,27;3.417,52;5,17;9,74;-;0,01;68,78;450,45;102,24;52,21
24.12.2025 18:00;24.12.2025 18:15;581,18;140,44;1.461,77;3.436,72;3,54;9,74;-;0,01;67,33;448,65;112,34;52,22
24.12.2025 18:15;24.12.2025 18:30;575,44;140,54;1.475,32;3.422,76;3,68;9,77;-;0,01;67,33;448,66;89,15;52,22
24.12.2025 18:30;24.12.2025 18:45;568,11;140,11;1.480,50;3.440,59;3,52;9,76;-;0,01;67,33;446,81;10,79;52,22
24.12.2025 18:45;24.12.2025 19:00;564,80;138,94;1.477,27;3.426,49;3,39;9,76;-;0,01;67,33;447,22;6,38;52,22
24.12.2025 19:00;24.12.2025 19:15;558,26;136,30;1.471,11;3.402,36;3,19;9,77;-;0,01;65,38;446,55;23,15;52,23
24.12.2025 19:15;24.12.2025 19:30;556,06;134,89;1.467,52;3.371,97;3,20;9,77;-;0,01;65,38;446,45;14,44;52,23
24.12.2025 19:30;24.12.2025 19:45;552,12;134,40;1.456,67;3.355,64;3,02;9,76;-;0,01;65,38;446,49;4,05;52,23
24.12.2025 19:45;24.12.2025 20:00;550,60;133,60;1.434,90;3.381,80;2,82;9,76;-;0,01;65,38;446,44;0,01;52,23
24.12.2025 20:00;24.12.2025 20:15;529,09;132,54;1.430,07;3.383,60;2,64;9,78;-;0,01;65,23;444,99;0,01;52,24
24.12.2025 20:15;24.12.2025 20:30;524,82;133,46;1.426,88;3.348,14;2,39;9,79;-;0,01;65,23;444,93;0,01;52,24
24.12.2025 20:30;24.12.2025 20:45;520,40;133,72;1.399,50;3.305,40;2,41;9,79;-;0,01;65,23;444,88;0,01;52,24
24.12.2025 20:45;24.12.2025 21:00;517,90;133,46;1.388,49;3.273,13;2,53;9,78;-;0,01;65,23;444,97;0,01;52,24
24.12.2025 21:00;24.12.2025 21:15;505,44;131,06;1.378,67;3.224,49;2,41;9,78;-;0,01;62,23;445,00;5,76;52,24
24.12.2025 21:15;24.12.2025 21:30;502,00;130,81;1.358,55;3.188,86;2,40;9,79;-;0,01;62,23;445,01;6,32;53,23
24.12.2025 21:30;24.12.2025 21:45;499,34;131,08;1.346,70;3.155,41;2,06;9,81;-;0,01;62,23;445,00;6,30;53,23
24.12.2025 21:45;24.12.2025 22:00;499,29;131,44;1.310,27;3.119,43;1,97;9,81;-;0,01;62,23;445,02;6,28;53,23
24.12.2025 22:00;24.12.2025 22:15;493,85;132,30;1.284,50;2.966,90;2,34;9,82;-;0,01;59,08;441,97;6,31;53,23
24.12.2025 22:15;24.12.2025 22:30;496,92;132,37;1.241,39;2.914,21;2,11;9,85;-;0,01;59,08;441,76;6,49;53,23
24.12.2025 22:30;24.12.2025 22:45;496,39;132,06;1.208,91;2.867,33;2,10;9,86;-;0,01;59,08;441,52;19,50;53,23
24.12.2025 22:45;24.12.2025 23:00;496,84;132,17;1.187,87;2.824,16;2,15;9,89;-;0,01;59,08;441,33;44,29;53,23
24.12.2025 23:00;24.12.2025 23:15;492,18;131,93;1.177,16;2.792,82;2,37;9,92;-;0,01;53,85;431,92;90,15;53,24
24.12.2025 23:15;24.12.2025 23:30;490,27;131,34;1.137,20;2.720,41;2,06;9,90;-;0,01;53,85;431,84;75,06;53,24
24.12.2025 23:30;24.12.2025 23:45;489,81;130,99;1.122,38;2.680,44;4,06;9,91;-;0,01;53,85;431,90;71,61;53,24
24.12.2025 23:45;25.12.2025 00:00;487,84;129,03;1.131,26;2.634,94;2,39;9,93;-;0,01;53,85;431,90;54,38;53,24
25.12.2025 00:00;25.12.2025 00:15;480,27;128,86;1.112,76;2.623,04;2,22;9,93;-;0,01;52,88;408,41;30,28;52,59
25.12.2025 00:15;25.12.2025 00:30;479,81;129,08;1.105,98;2.576,42;2,05;9,93;-;0,01;53,13;406,92;30,28;51,60
25.12.2025 00:30;25.12.2025 00:45;480,17;128,63;1.096,82;2.506,68;2,51;9,94;-;0,01;53,13;406,94;30,30;51,60
25.12.2025 00:45;25.12.2025 01:00;477,54;126,95;1.095,86;2.444,47;1,98;9,93;-;0,01;53,13;406,95;30,27;51,60
25.12.2025 01:00;25.12.2025 01:15;474,10;126,95;1.104,00;2.422,14;2,14;9,94;-;0,01;54,00;406,83;0,49;51,60
25.12.2025 01:15;25.12.2025 01:30;474,49;125,63;1.109,42;2.421,63;2,01;9,95;-;0,01;54,00;406,85;0,06;51,60
25.12.2025 01:30;25.12.2025 01:45;473,06;125,52;1.099,35;2.420,75;3,21;9,95;-;0,01;54,00;406,89;0,06;51,60
25.12.2025 01:45;25.12.2025 02:00;472,22;125,32;1.074,73;2.426,76;2,71;9,94;-;0,01;54,00;406,92;0,06;51,60
25.12.2025 02:00;25.12.2025 02:15;465,09;126,01;1.063,16;2.429,14;2,10;9,95;-;0,01;54,13;407,25;0,06;51,60
25.12.2025 02:15;25.12.2025 02:30;463,27;125,51;1.038,07;2.442,14;2,04;9,95;-;0,01;54,13;407,24;0,06;51,60
25.12.2025 02:30;25.12.2025 02:45;460,18;125,12;1.032,18;2.432,90;2,02;9,98;-;0,01;54,13;407,23;0,06;51,60
25.12.2025 02:45;25.12.2025 03:00;461,44;124,30;1.033,95;2.425,17;2,07;9,97;-;0,01;54,13;407,34;0,06;51,60
25.12.2025 03:00;25.12.2025 03:15;458,75;124,36;1.035,36;2.403,97;2,05;9,96;-;0,01;54,55;407,27;0,06;51,61
25.12.2025 03:15;25.12.2025 03:30;456,12;123,91;1.031,38;2.425,39;2,07;9,97;-;0,01;54,55;399,36;0,05;51,61
25.12.2025 03:30;25.12.2025 03:45;455,86;124,81;1.026,07;2.451,21;2,13;9,96;-;0,01;54,55;398,70;0,05;51,61
25.12.2025 03:45;25.12.2025 04:00;456,76;125,53;1.037,66;2.463,00;2,13;9,95;-;0,01;54,55;398,68;0,05;51,61
25.12.2025 04:00;25.12.2025 04:15;459,81;127,04;1.029,35;2.483,09;2,08;9,96;-;0,01;58,00;399,06;0,05;51,61
25.12.2025 04:15;25.12.2025 04:30;461,28;127,02;1.028,40;2.494,03;2,04;9,93;-;0,01;58,00;399,05;0,05;51,61
25.12.2025 04:30;25.12.2025 04:45;462,57;127,39;1.024,85;2.474,68;2,04;9,93;-;0,01;58,00;400,45;0,05;51,61
25.12.2025 04:45;25.12.2025 05:00;463,69;127,40;1.026,32;2.465,74;2,03;9,90;-;0,01;58,00;402,28;0,05;51,61
25.12.2025 05:00;25.12.2025 05:15;464,77;127,25;1.032,34;2.464,38;1,96;9,90;-;0,01;65,15;395,00;0,05;51,61
25.12.2025 05:15;25.12.2025 05:30;467,06;127,81;1.019,08;2.441,86;1,87;9,90;-;0,01;65,15;395,00;0,05;51,61
25.12.2025 05:30;25.12.2025 05:45;470,23;128,15;1.036,42;2.434,01;1,81;9,91;-;0,01;65,15;395,01;0,05;51,61
25.12.2025 05:45;25.12.2025 06:00;472,48;128,19;1.033,24;2.433,83;2,02;9,91;-;0,01;65,15;394,06;0,05;51,61
25.12.2025 06:00;25.12.2025 06:15;481,52;128,28;1.056,51;2.526,54;2,07;9,90;-;0,01;67,85;402,61;0,05;51,61
